Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,State,StateLabel,Remap,LogLikelihood,p0,p1
38,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,618.2995099999998,632.888914,14.589403999999945,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.581,0.2534,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.581, 4.6936, 4.8071, 4.939, 5.077500000000001, 5.2207, 5.3903]","[4.5835, 4.7302, 4.8632, 4.994800000000001, 5.129, 5.2645, 5.4363]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.46291811054059856,0.5370818894594007
39,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,632.90321,652.644014,19.740804000000026,2.8206,3.8301,1.0094999999999996,4.3301,4.7406000000000015,0.4105000000000007,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.740600000000001, 4.8547]","[4.776800000000001, 4.9073]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.9089144119062307,0.09108558809377222
40,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,652.65541,667.3357139999998,14.680304000000095,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6719,0.3442999999999996,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6719, 4.7934, 4.917, 5.0815]","[4.7241, 4.8411, 4.9661, 5.1112]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.44741302846268866,0.5525869715373124
41,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,667.36091,682.036514,14.67560400000002,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6672,0.3395999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6672, 4.8361, 5.1157, 5.2481, 5.4009]","[4.7109000000000005, 4.8628, 5.1662, 5.2955000000000005, 5.4469]",[4.9606],[5.0244],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.6628506666994406,0.3371493333005568
42,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,682.0509099999998,696.7429139999997,14.692003999999995,2.8206,3.8301,1.0094999999999996,4.3301,4.6842000000000015,0.3541000000000007,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[5.6151],[5.665],"[4.684200000000001, 4.807, 4.9145, 5.0402000000000005, 5.187, 5.3138000000000005, 5.4594000000000005, 5.759600000000001]","[4.7304, 4.839700000000001, 4.9594000000000005, 5.089300000000001, 5.227, 5.367, 5.5152, 5.817]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.01452421316585657,0.9854757868341419
44,0,,0,1,0,0,0.0,,1.0,,1,712.09361,731.709614,19.61600399999997,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6158,0.2881999999999998,aaa,aaa,1,,0,1,0,1,-70.0,,[],[],"[4.6158, 4.7324]","[4.6409, 4.7668]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.9270095102852285,0.07299048971476867
45,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,731.72021,746.595114,14.874904000000017,2.8206,3.8301,1.0094999999999996,4.3301,4.8671000000000015,0.5370000000000008,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.867100000000001, 4.8826, 4.9983, 5.1145000000000005, 5.230700000000001, 5.3636, 5.5286]","[4.8748000000000005, 4.898000000000001, 5.0338, 5.1512, 5.2734000000000005, 5.4086, 5.5604000000000005]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.4042796155846904,0.5957203844153068
46,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,746.611311,766.220114,19.60880299999997,2.8268,3.8363,1.0095,4.3363000000000005,4.6086,0.2722999999999995,cqk,cqk,1,,0,1,1,2,-4.0,-4.0,[],[],"[4.6086, 4.7294]","[4.65, 4.7777]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.7579879540947992,0.2420120459052043
47,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,766.23241,780.9236139999997,14.691204000000086,2.8206,3.8301,1.0094999999999996,4.3301,4.6834,0.3532999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6834, 4.8100000000000005, 4.9257, 5.0697, 5.192, 5.3179, 5.4889]","[4.7266, 4.8489, 4.9699, 5.0974, 5.2361, 5.3734, 5.5281]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.45382853051468663,0.5461714694853151
48,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,780.9332099999997,800.667214,19.73400399999992,2.8267,3.8362,1.0094999999999996,4.3362,4.7338000000000005,0.3976000000000006,bon,bon,1,,0,1,0,1,-8.0,-8.0,[],[],[4.7338000000000005],[4.7391000000000005],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.8306786967886481,0.1693213032113522
50,0,,1,0,0,0,1.0,,0.0,,1,816.055411,830.829714,14.77430299999992,2.8222,3.8317,1.0095,4.3317000000000005,4.7659,0.4341999999999997,bck,bck,1,,0,1,1,2,-8.0,,"[4.7659, 4.8879, 5.0018, 5.1273, 5.2788]","[4.8013, 4.9242, 5.0463000000000005, 5.1751000000000005, 5.323300000000001]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.03337633382367497,0.966623666176327
51,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,830.84091,845.477514,14.636604000000036,2.8206,3.8301,1.0094999999999996,4.3301,4.6288,0.2987000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6288, 4.7596, 4.8654, 4.9811000000000005, 5.1160000000000005, 5.2702]","[4.675800000000001, 4.7815, 4.899500000000001, 5.0269, 5.1612, 5.3085]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.5116170353226946,0.48838296467730785
52,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,845.4907099999997,860.140214,14.64950399999998,2.8206,3.8301,1.0094999999999996,4.3301,4.6417,0.3116000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6417, 4.758, 4.8711, 4.9983, 5.141]","[4.6836, 4.7939, 4.9166, 5.0427, 5.179600000000001]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.5033874644362953,0.49661253556370144
53,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,860.153111,879.9650140000001,19.81190300000003,2.8304,3.8399,1.0095,4.3399,4.8117,0.4718,ess,ess,1,,0,1,1,2,0.0,-0.0,[],[],[4.8117],[4.862],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.7026343042461727,0.2973656957538259
54,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,879.97951,894.7811140000001,14.801603999999998,2.8206,3.8301,1.0094999999999996,4.3301,4.7938,0.4637000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.7938, 4.917, 5.0525]","[4.8132, 4.9614, 5.0961]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.6241088661102002,0.3758911338898001
55,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,894.79651,909.4515140000001,14.655003999999964,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6466,0.3189999999999999,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6466, 4.7709, 4.893800000000001, 5.049300000000001]","[4.7022, 4.8181, 4.942200000000001, 5.0906]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.02215991663809563,0.977840083361907
56,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,909.4639109999999,929.144214,19.68030299999998,2.8206,3.8301,1.0094999999999996,4.3301,4.6801,0.3500000000000005,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.6801, 4.8856, 5.2013]","[4.7394, 4.8895, 5.2413]","[4.849600000000001, 5.0111]","[4.8971, 5.0604000000000005]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.9169618116754649,0.08303818832453591
57,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,929.1588109999999,943.7781140000001,14.619302999999945,2.8206,3.8301,1.0094999999999996,4.3301,4.6115,0.2814000000000005,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6115, 4.7087, 4.8495, 4.956300000000001, 5.1092]","[4.6248000000000005, 4.7523, 4.8806, 5.0129, 5.1543]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.10082813765938284,0.8991718623406142
60,1,,1,0,0,0,1.0,,1.0,,1,974.4726099999999,989.3461140000001,14.873503999999912,2.8206,3.8301,1.0094999999999996,4.3301,4.8657,0.5356000000000005,iaa,iaa,1,,0,0,1,1,70.0,,[],[],"[4.8657, 5.0308, 5.1412, 5.2601, 5.4005, 5.5755]","[4.8894, 5.0662, 5.183400000000001, 5.3116, 5.4537, 5.6141000000000005]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.6534776444331283,0.3465223555668742
63,0,,1,0,0,0,1.0,,0.0,,1,1020.0504099999999,1035.091114,15.040704000000005,2.8181000000000003,3.8276,1.0094999999999996,4.3276,5.0323,0.7046999999999999,aaa,aaa,1,,0,1,0,1,-70.0,,[5.0323],[5.052700000000001],[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.07593492429844279,0.9240650757015544
64,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1035.1051109999999,1054.770314,19.66520300000002,2.8206,3.8301,1.0094999999999996,4.3301,4.665,0.3349000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.665, 4.7911, 4.9016, 5.0248, 5.1616, 5.312]","[4.7203, 4.8266, 4.948300000000001, 5.0755, 5.205, 5.356]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.9090453926985033,0.09095460730149767
65,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,1054.78231,1069.499113,14.716803000000025,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7084,0.3807999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7084, 4.8264000000000005, 4.9541, 5.0983, 5.925800000000001, 6.0366]","[4.7536000000000005, 4.8771, 5.0054, 5.141500000000001, 5.9367, 6.0951]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.4611909559024571,0.5388090440975417
66,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1069.51301,1084.1760140000001,14.663004,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6546,0.3269999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6546, 4.7955000000000005, 4.9256, 5.0746, 5.2396]","[4.7235000000000005, 4.8494, 4.9733, 5.121700000000001, 5.2811]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.5153586381213122,0.4846413618786904
67,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1084.191911,1103.852014,19.660103000000163,2.8301000000000003,3.8396,1.0094999999999996,4.3396,4.6599,0.3203000000000005,fyk,fyk,1,,0,1,1,2,2.0,-2.0,"[4.6599, 4.8261]","[4.7218, 4.869800000000001]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.7444591996494929,0.25554080035050797
68,0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,1,1103.863611,1123.490414,19.62680300000011,2.8238000000000003,3.8333,1.0094999999999996,4.3333,4.6266,0.2932999999999994,egi,egi,1,,0,1,1,2,0.0,0.0,"[4.7491, 5.0353, 5.0496]","[4.7866, 5.0429, 5.109]","[4.6266, 4.8886, 5.2917000000000005]","[4.6371, 4.9434000000000005, 5.3018]",0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.04966942523806908,0.9503305747619285
69,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1123.50641,1138.139214,14.632804000000078,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6244000000000005,0.2968000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6244000000000005, 4.7431, 4.8936]","[4.662100000000001, 4.7968, 4.9386]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.47397933588951846,0.5260206641104819
70,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1138.15221,1152.824714,14.672504000000114,2.8246,3.8341,1.0094999999999996,4.3341,4.6641,0.33,blj,blj,1,,0,1,1,2,-8.0,8.0,"[4.6641, 4.792, 4.9095, 5.0498]","[4.7103, 4.8353, 4.9571000000000005, 5.0922]",[],[],0.0083,0.0077,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.35,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250728-145641,2025-07-28,14:56:53.304367,15:21:56.009226,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.7069597297967614,0.2930402702032413
