Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,State,StateLabel,Remap,LogLikelihood,p0,p1
75,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1217.990912,1232.6121150000001,14.621202999999928,2.8206,3.8301,1.0094999999999996,4.3301,4.613,0.2829000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.613, 4.7273000000000005, 4.8333, 4.9538, 5.0848]","[4.6402, 4.7552, 4.8701, 4.9859, 5.0957]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.5019974776781245,0.49800252232187076
76,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,1232.625012,1252.235015,19.610003000000013,2.8264,3.8359,1.0095,4.3359000000000005,4.6098,0.2738999999999993,dgs,dgs,1,,0,1,1,2,-2.0,-2.0,[5.072500000000001],[5.1096],"[4.6098, 4.904100000000001]","[4.646100000000001, 4.9453000000000005]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.7631882847030113,0.23681171529698541
77,1,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,1252.254312,1271.927915,19.67360299999996,2.8206,3.8301,1.0094999999999996,4.3301,4.6734,0.3433000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6734, 4.7826]","[4.7010000000000005, 4.8344000000000005]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.2662963937911183,0.733703606208884
78,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1271.942212,1286.6211150000001,14.678902999999993,2.8206,3.8301,1.0094999999999996,4.3301,4.6707,0.3406000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6707, 4.780200000000001, 4.8818, 4.9915, 5.1105, 5.2338000000000005, 5.3601]","[4.7018, 4.8007, 4.9089, 5.0259, 5.141, 5.2553, 5.3817]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.4201502451860223,0.5798497548139815
79,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1286.6374119999996,1301.270415,14.633002999999912,2.8206,3.8301,1.0094999999999996,4.3301,4.6248000000000005,0.2947000000000006,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6248000000000005, 4.954000000000001, 5.0638000000000005, 5.183, 5.3086]","[4.6565, 4.978000000000001, 5.099, 5.2136000000000005, 5.3242]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.5628018491022451,0.43719815089775643
80,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1301.286212,1315.961115,14.674903000000086,2.8206,3.8301,1.0094999999999996,4.3301,4.6667000000000005,0.3366000000000007,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6667000000000005, 4.8688, 4.978000000000001, 5.0894, 5.2034, 5.3194, 5.444500000000001, 5.572]","[4.688400000000001, 4.8962, 5.0025, 5.12, 5.2366, 5.349, 5.469, 5.5849]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.46108476247928204,0.5389152375207168
81,0,0.0,0,1,0,0,0.0,1.0,1.0,1.0,1,1315.972712,1335.614215,19.64150300000005,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6413,0.3136999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,[],[],[4.6413],[4.6577],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.9649981866023534,0.035001813397647144
82,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,1335.6246119999996,1350.241815,14.617203000000016,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6088000000000005,0.2812000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6088000000000005, 4.7222, 4.8352, 4.9714]","[4.6301000000000005, 4.7521, 4.8734, 4.9971000000000005]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.016137336647163325,0.983862663352841
83,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,1350.253512,1369.975715,19.72220300000004,2.8206,3.8301,1.0094999999999996,4.3301,4.7219999999999995,0.3919000000000006,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.722, 4.9968]","[4.7367, 5.038]",[4.8483],[4.889200000000001],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.9179289232417064,0.08207107675830005
84,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,1369.990812,1384.593615,14.602802999999994,2.8206,3.8301,1.0094999999999996,4.3301,4.5946,0.2644999999999999,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.5946, 4.7134, 4.8109, 4.9181, 5.0335, 5.1497, 5.2804]","[4.6281, 4.7237, 4.8353, 4.9474, 5.055400000000001, 5.1751000000000005, 5.2991]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.10118898996587106,0.8988110100341242
85,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1384.606112,1399.271915,14.665803000000095,2.8206,3.8301,1.0094999999999996,4.3301,4.6576,0.3275000000000005,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6576, 4.7801, 4.891500000000001, 5.007000000000001, 5.1353]","[4.695, 4.8097, 4.9229, 5.046, 5.1614]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.6477435224653224,0.35225647753468414
86,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1399.2859119999994,1413.9327150000001,14.646802999999863,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6384,0.3107999999999995,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6384, 4.7337, 4.846900000000001, 4.9683]","[4.644, 4.7693, 4.882000000000001, 4.9938]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.10476762538230974,0.8952323746176833
87,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1413.942812,1428.697015,14.754202999999961,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7458,0.4181999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7458, 4.8608, 4.9838000000000005, 5.0999, 5.2193000000000005, 5.3461]","[4.7819, 4.9065, 5.0181, 5.1337, 5.2499, 5.3722]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.5286001325096995,0.47139986749030693
88,0,1.0,0,1,0,0,0.0,1.0,1.0,0.0,1,1428.7134119999994,1448.3557150000001,19.642302999999856,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6421,0.3144999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[],[],[4.6421],[4.6722],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.6230792831396338,0.3769207168603709
89,1,1.0,1,0,0,0,1.0,0.0,1.0,1.0,1,1448.3674119999994,1463.0115150000001,14.644102999999859,2.8206,3.8301,1.0094999999999996,4.3301,4.6359,0.3058000000000005,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6359, 4.7489, 4.871, 4.9843, 5.1145000000000005]","[4.6609, 4.772200000000001, 4.8988000000000005, 5.016500000000001, 5.1368]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.44120546574042424,0.558794534259573
90,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1463.025512,1477.737915,14.712402999999995,2.8206,3.8301,1.0094999999999996,4.3301,4.7042,0.3741000000000003,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.7042, 4.8281, 4.9198, 5.0279, 5.1528]","[4.7231000000000005, 4.8322, 4.945600000000001, 5.063000000000001, 5.1738]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.5591181914149399,0.4408818085850661
91,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1477.7504119999999,1492.418815,14.668402999999895,2.8206,3.8301,1.0094999999999996,4.3301,4.6602000000000015,0.3301000000000007,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.660200000000001, 4.7771, 4.8829, 5.0007, 5.1233, 5.2523, 5.387700000000001]","[4.6968000000000005, 4.8048, 4.9196, 5.0377, 5.1564000000000005, 5.2774, 5.4044]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.5242962804114355,0.4757037195885658
92,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,1492.432212,1507.059915,14.62770300000011,2.8206,3.8301,1.0094999999999996,4.3301,4.6195,0.2894000000000005,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6195, 4.6423000000000005, 4.8266, 4.9446, 5.0567, 5.185700000000001]","[4.6411, 4.643, 4.8611, 4.9753, 5.0945, 5.200200000000001]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.6555696557360842,0.3444303442639202
93,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1507.075512,1522.218915,15.143403000000037,2.8181000000000003,3.8276,1.0094999999999996,4.3276,5.135000000000002,0.8074000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[5.135000000000001, 5.2632, 5.3734, 5.4998000000000005]","[5.1717, 5.2972, 5.4168, 5.5404]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.028819298471423702,0.9711807015285802
94,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1522.233912,1536.9618150000001,14.727902999999975,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7195,0.3918999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.7195, 4.841, 4.96, 5.0826, 5.1969, 5.3224, 5.4451]","[4.7432, 4.867500000000001, 4.9889, 5.118, 5.2366, 5.3532, 5.4804]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.5622764078888698,0.4377235921111327
95,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1536.9742119999999,1551.615615,14.641402999999855,2.8206,3.8301,1.0094999999999996,4.3301,4.6332,0.3031000000000006,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6332, 4.8502, 4.9709, 5.0853, 5.206300000000001, 5.3405000000000005]","[4.6585, 4.8815, 5.0025, 5.1138, 5.229900000000001, 5.3621]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.16128314796406837,0.8387168520359287
96,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1551.6335119999999,1566.3884150000001,14.754902999999786,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7465,0.4188999999999998,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7465, 4.8599000000000006, 4.9634, 5.0837, 5.202, 5.3184000000000005]","[4.7701, 4.8855, 4.9987, 5.119400000000001, 5.2343, 5.3463]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.4018231445076885,0.5981768554923058
97,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1566.4741119999999,1581.100515,14.626402999999984,2.8206,3.8301,1.0094999999999996,4.3301,4.6182,0.2881,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6182, 4.729900000000001, 4.8308, 4.9415, 5.056]","[4.647600000000001, 4.7488, 4.8617, 4.9764, 5.0925]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.25434621937953616,0.7456537806204568
98,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,1581.113912,1595.8675150000001,14.753602999999886,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.7452000000000005,0.4176000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.7452000000000005, 4.8596, 4.9569, 5.0732, 5.195600000000001, 5.3184000000000005]","[4.7657, 4.8859, 4.9988, 5.1107000000000005, 5.223, 5.3458000000000006]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.28263662518983895,0.7173633748101579
99,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,1595.8792119999994,1610.567015,14.687803000000025,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6794,0.3517999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6794, 4.8003, 4.9245, 5.0491, 5.1793000000000005]","[4.708, 4.8341, 4.9613000000000005, 5.0861, 5.216200000000001]",[],[],0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],0,Disengaged,"[0, 1]",-1540.5389281832825,0.6376230294247329,0.36237697057526586
100,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,1610.582212,1625.213115,14.630902999999993,2.8206,3.8301,1.0094999999999996,4.3301,4.6227,0.2926000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6227, 4.7423, 4.857200000000001, 4.976500000000001]","[4.659, 4.768, 4.877000000000001, 4.9993]",0.0083,0.0081,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.15,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod3,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod3,18,36003,18,1.8.2,018_stage_training_v6_20250718-123452,2025-07-18,12:35:04.296736,13:35:12.160628,2,1,2,3,[-0.         -0.11534417  4.1260883   2.39282293 -0.33373615 -0.        ],[0.441357   0.558643   0.64339508 0.35660492],1,Engaged,"[0, 1]",-1540.5389281832825,0.084110680791579,0.9158893192084153
