Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,State,StateLabel,Remap,LogLikelihood,p0,p1,p2
45,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,697.389532,711.9812360000003,14.591703999999936,2.8206,3.8301,1.0094999999999996,4.3301,4.5834,0.2533000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.5834, 4.6252, 4.6291, 4.6615, 4.768400000000001, 4.875100000000001, 4.9918000000000005, 5.1028, 5.2283, 5.3624, 5.5124]","[4.6124, 4.6257, 4.631200000000001, 4.706300000000001, 4.8091, 4.921600000000001, 5.0388, 5.159800000000001, 5.2939, 5.4226, 5.5732]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.6425171528105956,0.0016327705994304644,0.3558500765899778
46,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,711.992732,726.598436,14.605703999999944,2.8283,3.8378,1.0095,4.3378000000000005,4.5974,0.2595999999999998,gno,gno,1,,0,1,1,2,4.0,4.0,"[5.395700000000001, 5.5136, 6.0529]","[5.4365000000000006, 5.5778, 6.107200000000001]","[4.5974, 4.6329, 4.683, 4.791, 4.8928, 4.9983, 5.1086, 5.2253, 5.3624, 5.4036, 5.6669]","[4.6127, 4.641, 4.7296000000000005, 4.8312, 4.9349, 5.0472, 5.1612, 5.2885, 5.3642, 5.4214, 5.7304]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.6682542481125392,0.003745263954939891,0.3280004879325157
47,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,726.611032,741.274436,14.663404000000016,2.8206,3.8301,1.0094999999999996,4.3301,4.6551,0.3250000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,[5.8131],[5.8776],"[4.6551, 4.7679, 4.8683000000000005, 4.9767, 5.0901000000000005, 5.2209, 5.3485000000000005, 5.4859, 5.6299]","[4.7005, 4.8095, 4.9148000000000005, 5.0267, 5.1516, 5.2842, 5.4161, 5.5507, 5.696400000000001]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7074523470546291,0.004665385283438568,0.287882267661933
48,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,741.301232,755.899836,14.598604000000027,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5909,0.2633000000000001,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.5909, 4.7049, 4.8152, 4.9371, 5.067200000000001, 5.2088, 5.4091000000000005, 5.6854000000000005, 5.8478]","[4.6361, 4.7455, 4.8672, 4.9964, 5.1342, 5.2738000000000005, 5.4179, 5.7511, 5.9166]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7485588663395998,0.005329085333585716,0.2461120483268126
49,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,755.995432,775.6149360000003,19.61950399999989,2.8206,3.8301,1.0094999999999996,4.3301,4.6193,0.2892000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.6193],[4.6648000000000005],"[4.7780000000000005, 4.9207]","[4.8223, 4.9642]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7831651984594687,0.007445657678951723,0.20938914386158436
50,0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,1,775.6257320000003,795.295036,19.66930400000001,2.8252,3.8347,1.0095,4.3347,4.6691,0.3344000000000005,eqd,eqd,1,,0,1,1,2,0.0,0.0,"[4.9268, 5.083600000000001]","[4.9854, 5.1455]","[4.6691, 4.7861]","[4.708200000000001, 4.83]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7931343354099925,0.006432253812343618,0.2004334107776602
51,0,0.0,1,0,0,0,1.0,0.0,0.0,0.0,1,795.340732,810.0279360000003,14.687203999999952,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6795,0.3518999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6795, 4.7979, 4.9149, 5.0373, 5.1708, 5.3212, 5.6562, 5.8241000000000005, 5.9934]","[4.7286, 4.838, 4.9688, 5.0964, 5.2439, 5.3823, 5.7164, 5.8891, 6.0598]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8012059406620666,0.009570164474755435,0.18922389486317387
52,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,810.039832,829.647136,19.607304,2.8334,3.8429,1.0095,4.3429,4.6071,0.2641999999999997,guy,guy,1,,0,1,1,2,4.0,-4.0,"[4.6071, 4.7621]","[4.6574, 4.7918]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8030389025066195,0.015974751573084443,0.1809863459202916
53,1,0.0,0,1,0,0,0.0,0.0,0.0,1.0,1,829.661932,849.277436,19.615503999999987,2.8206,3.8301,1.0094999999999996,4.3301,4.6153,0.2852000000000005,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.6153, 4.7371]","[4.6538, 4.7935]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.800109034929622,0.02142349151935757,0.17846747355102452
54,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,849.295032,863.921336,14.626304000000005,2.8288,3.8383,1.0094999999999996,4.3383,4.6186,0.2802999999999995,bxl,bxl,1,,0,1,1,2,-8.0,8.0,"[4.6186, 4.7363, 4.8459, 4.9711, 5.1019000000000005, 5.2351, 5.3895, 5.5808]","[4.6713000000000005, 4.7754, 4.893, 5.0263, 5.1572000000000005, 5.2975, 5.4607, 5.6073]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8108140620929207,0.014775058807482087,0.17441087909959846
55,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,863.933032,878.602636,14.669603999999936,2.8206,3.8301,1.0094999999999996,4.3301,4.6613000000000016,0.3312000000000008,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.661300000000001, 4.7691, 4.885400000000001, 5.0015, 5.141]","[4.706, 4.8167, 4.937600000000001, 5.0593, 5.1967]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8236398704629926,0.005427473001505111,0.17093265653550443
56,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,878.613632,893.2650359999999,14.651403999999955,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6437,0.3160999999999996,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6437, 4.7569, 4.8696, 4.9891000000000005, 5.1346, 5.2751, 5.4251000000000005]","[4.6831000000000005, 4.7977, 4.9192, 5.0506, 5.1963, 5.3429, 5.4919]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8342451469753845,0.003487490337295446,0.1622673626873251
57,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,893.276432,907.924536,14.648103999999993,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6404000000000005,0.3128000000000002,aaa,aaa,1,,0,1,0,1,-70.0,70.0,[4.6404000000000005],[4.6875],[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8424171975286625,0.002643163441221724,0.15493963903011432
58,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,907.936732,922.544636,14.607903999999962,2.8206,3.8301,1.0094999999999996,4.3301,4.5996000000000015,0.2695000000000007,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.599600000000001, 4.6982, 4.8055, 4.909400000000001, 5.021100000000001, 5.148000000000001, 5.2903]","[4.633100000000001, 4.7441, 4.8501, 4.9569, 5.0762, 5.2087, 5.3463]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8508474445053731,0.001273906831304604,0.14787864866331688
59,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,922.560232,937.170536,14.610303999999928,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6026,0.2749999999999994,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6026, 4.7112, 4.817200000000001, 4.9486, 5.0869, 5.2317, 5.4008]","[4.6450000000000005, 4.752000000000001, 4.8768, 5.0154000000000005, 5.1485, 5.2931, 5.461600000000001]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8626375454553954,0.0013618213505194726,0.13600063319409195
60,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,937.181532,951.790536,14.609004000000025,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6013,0.2736999999999998,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6013, 4.7112, 4.8163, 4.9402, 5.0693, 5.2106, 5.369800000000001, 5.5204]","[4.641500000000001, 4.7507, 4.869400000000001, 4.9981, 5.135000000000001, 5.283, 5.4416, 5.5877]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8725341655852092,0.001776529704773746,0.12568930471002124
61,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,951.818332,966.470636,14.652303999999955,2.8206,3.8301,1.0094999999999996,4.3301,4.644,0.3139000000000003,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[5.610600000000001],[5.681100000000001],"[4.644, 4.7512, 4.851, 4.9631, 5.0755, 5.1947, 5.3108, 5.4493]","[4.6909, 4.7906, 4.8959, 5.0134, 5.131200000000001, 5.2442, 5.3689, 5.512300000000001]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.8826758562330319,0.0016548233610846174,0.11566932040588934
62,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,966.495732,981.100736,14.605004000000005,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5973000000000015,0.2697000000000003,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.597300000000001, 4.6957, 4.8034, 4.9294, 5.0600000000000005, 5.1951, 5.3402, 5.5362, 5.677300000000001, 5.8372, 6.0206, 6.1878, 6.3737]","[4.623, 4.736400000000001, 4.86, 4.9893, 5.121700000000001, 5.2603, 5.4077, 5.596900000000001, 5.7489, 5.9078, 6.0964, 6.2731, 6.4629]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.896299771458094,0.003273571690392269,0.10042665685150892
63,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,981.114232,995.734836,14.620603999999958,2.8222,3.8317,1.0095,4.3317000000000005,4.6129,0.2811999999999992,che,che,1,,0,1,1,2,-4.0,4.0,"[4.6129, 4.736000000000001, 4.846, 4.9649, 5.091, 5.2252, 5.3683000000000005, 5.5275, 5.6774, 5.8369, 6.006, 6.1563, 6.3101, 6.4792000000000005, 7.3387]","[4.6610000000000005, 4.7615, 4.883, 5.0197, 5.15, 5.2957, 5.4313, 5.591600000000001, 5.7525, 5.9105, 6.0766, 6.2332, 6.392600000000001, 6.550800000000001, 7.399900000000001]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5000000000000004,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9065667475606736,0.006437949144010038,0.08699530329531209
64,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,995.747632,1015.361236,19.613604000000013,2.8206,3.8301,1.0094999999999996,4.3301,4.6134,0.2833000000000005,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[4.6134, 4.7226]","[4.6524, 4.7786]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,0,0,1,10,1,0,0.5,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250718-144308,2025-07-18,14:43:20.496319,15:43:23.074861,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9126057740509014,0.008922432102059633,0.0784717938470411
