Trial,Side,RepTrial,Reward,Punish,Miss,WrongLick,Hit,AfterHit,Choice,RepChoice,Response,TrialStart,TrialEnd,TrialLen,StimStart,StimEnd,StimLen,RespWinStart,RespWinEnd,RespWinLen,Filename,Filename2,FilesMatch,Message,MessageFound,SoundLeft,SoundRight,Sound,ILD,ILDRep,Port1In,Port1Out,Port2In,Port2Out,ValveLeft,ValveRight,AW,AWTrials,Switch,Timeout,Fixation,Stage,Motor,REC,Progression,CB,RespWin,ITI,WarmUp,RecoveryMode,P,PRight,Blocks,BlockLen,Task,Ephys,Wait,TrialLag,K,Drug,StimDur,Delay,VarDelay,RewardSize,SerialPort,Protocol,Creator,Project,Experiment,Board,Setup,NetPort,Subject,BpodApiVersion,Session,Date,SessionStart,SessionEnd,Nstates,ObservedDimensions,Ncategories,InputDimensions,Weights,TransMat,State,StateLabel,Remap,LogLikelihood,p0,p1,p2
190,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2854.452231,2869.063835,14.611603999999714,2.8206,3.8301,1.0094999999999996,4.3301,4.6033,0.2732000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6033, 4.6439, 4.696000000000001, 4.8079, 4.9096, 5.0255, 5.143400000000001, 5.276800000000001, 5.4349]","[4.6219, 4.6474, 4.7495, 4.8498, 4.9612, 5.077100000000001, 5.2035, 5.3343, 5.4865]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9156662896318607,0.06647776647487054,0.017855943893269798
191,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,2869.075431,2883.669434,14.594002999999702,2.8206,3.8301,1.0094999999999996,4.3301,4.5857,0.2556000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.5857, 4.6776, 4.7739, 4.8801000000000005, 5.017]","[4.613300000000001, 4.7175, 4.8198, 4.9364, 5.070600000000001]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9214966492859132,0.059814848791282856,0.018688501922803406
192,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,2883.735231,2903.374234,19.639002999999768,2.8206,3.8301,1.0094999999999996,4.3301,4.6388,0.3087,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[4.6388, 5.0166]","[4.6584, 5.0802000000000005]","[4.7437000000000005, 4.8735]","[4.7936000000000005, 4.930000000000001]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9280078968098033,0.05311109572437561,0.01888100746582257
193,1,0.0,1,0,0,0,1.0,0.0,1.0,0.0,1,2903.384531,2918.050835,14.666303999999855,2.8206,3.8301,1.0094999999999996,4.3301,4.658,0.3279000000000005,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.658, 4.7639000000000005, 4.8696]","[4.7053, 4.8095, 4.9226]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9399393829885265,0.03845877446353976,0.02160184254793438
194,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,2918.061731,2932.687935,14.626204000000145,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6185,0.2908999999999997,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.6185, 4.746300000000001, 4.8554, 4.9827, 5.117900000000001, 5.261900000000001, 5.4167000000000005]","[4.6776, 4.7895, 4.91, 5.044300000000001, 5.1809, 5.3256000000000006, 5.4816]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9382324598174954,0.03877671267799092,0.022990827504512017
195,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,2932.698531,2947.294234,14.595702999999958,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.588,0.2603999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.588, 4.7046, 4.8188, 4.9495000000000005, 5.086600000000001]","[4.6324000000000005, 4.752400000000001, 4.8764, 5.0078000000000005, 5.1447]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.931916864940452,0.04363360844980117,0.02444952660974741
196,1,0.0,0,1,0,0,0.0,1.0,0.0,1.0,1,2947.305431,2966.952735000001,19.64730399999962,2.8206,3.8301,1.0094999999999996,4.3301,4.6471,0.3170000000000001,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[4.6471],[4.6996],[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.92625201749237,0.04802173957327859,0.025726242934350354
197,0,1.0,1,0,0,0,1.0,0.0,0.0,1.0,1,2966.965331,2981.617735000001,14.652403999999931,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6447,0.3170999999999999,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6447, 4.7671, 4.8874, 5.0074000000000005, 5.1448, 5.2965, 5.4485, 5.6239, 5.7780000000000005, 5.9367, 6.098400000000001]","[4.692200000000001, 4.8035000000000005, 4.924, 5.0632, 5.2107, 5.3626000000000005, 5.5145, 5.6886, 5.848800000000001, 6.0064, 6.1721]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9212934242909442,0.04361379299478713,0.03509278271427046
198,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,2981.628831,2996.241235,14.612403999999973,2.8206,3.8301,1.0094999999999996,4.3301,4.6041,0.274,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[],[],"[4.6041, 4.7016, 4.7935, 4.9025, 5.0196000000000005, 5.1635]","[4.6405, 4.7348, 4.8417, 4.9529000000000005, 5.0798000000000005, 5.2191]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9172324888368896,0.0385319670063098,0.044235544156801775
199,1,1.0,0,1,0,0,0.0,1.0,0.0,0.0,1,2996.252031,3015.852635,19.600604000000203,2.8222,3.8317,1.0095,4.3317000000000005,4.6004000000000005,0.2686999999999999,ged,ged,1,,0,0,1,1,4.0,4.0,"[4.6004000000000005, 4.8417]","[4.605300000000001, 4.9006]","[4.7144, 4.9976]","[4.7605, 5.071000000000001]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,0,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.25,0.5000000000000004,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250708-145307,2025-07-08,14:53:19.461531,15:44:04.740133,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.9065967224787383,0.044190606750686534,0.04921267077057696
40,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,610.170931,624.769134,14.598203000000012,2.8206,3.8301,1.0094999999999996,4.3301,4.5899,0.2598000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,"[5.5556, 5.7145, 5.8256000000000006, 5.8278, 5.8283000000000005, 5.8434, 5.8439000000000005, 5.8445, 5.8452, 5.8773, 6.0754]","[5.6222, 5.7961, 5.827500000000001, 5.8281, 5.8429, 5.843500000000001, 5.8441, 5.8451, 5.8653, 5.953200000000001, 6.1013]","[4.5899, 4.6849, 4.7809, 4.8852, 4.9909, 5.1039, 5.24, 5.3739, 5.5496]","[4.6257, 4.7281, 4.8314, 4.9387, 5.0516000000000005, 5.1675, 5.2995, 5.4393, 5.6237]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.756543771092398,4.67564382527787e-07,0.24345576134322072
41,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,624.780931,639.415035,14.634103999999981,2.8206,3.8301,1.0094999999999996,4.3301,4.6258,0.2957000000000001,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[5.573, 5.7272, 5.889, 6.099200000000001]","[5.5840000000000005, 5.7889, 5.9629, 6.119800000000001]","[4.6258, 4.7269000000000005, 4.8213, 4.9218, 5.045100000000001, 5.151000000000001, 5.2601, 5.3841, 5.540500000000001, 5.7237]","[4.6742, 4.7721, 4.8741, 4.9861, 5.109500000000001, 5.224600000000001, 5.3413, 5.4671, 5.608700000000001, 5.789000000000001]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7498368861318964,0.0014233778175596417,0.24873973605054436
42,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,639.426831,654.032734,14.605903000000012,2.8206,3.8301,1.0094999999999996,4.3301,4.5976,0.2675,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[5.4089, 5.5360000000000005]","[5.438400000000001, 5.6014]","[4.5976, 4.6878, 4.7795000000000005, 4.8734, 4.9808, 5.0739, 5.2267, 5.3777]","[4.6307, 4.7283, 4.8274, 4.933, 5.0483, 5.1707, 5.2972, 5.4434000000000005]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7443007077337641,0.002318687024716524,0.25338060524151695
43,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,654.0440309999998,668.620634,14.576602999999974,2.8206,3.8301,1.0094999999999996,4.3301,4.5683,0.2381999999999999,iaa,iaa,1,,0,0,1,1,70.0,70.0,"[5.7641, 5.9185, 6.1122000000000005]","[5.8298000000000005, 5.986800000000001, 6.1307]","[4.5683, 4.6409, 4.7471000000000005, 4.8406, 4.9462, 5.0513, 5.1708, 5.4157, 5.5723, 5.7633, 5.7975]","[4.5885, 4.6939, 4.790900000000001, 4.8943, 5.0049, 5.1227, 5.3733, 5.5004, 5.6414, 5.7766, 5.8261]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7399166854554109,0.002703992714303599,0.25737932183028417
44,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,668.6341309999998,683.280635,14.646503999999936,2.8206,3.8301,1.0094999999999996,4.3301,4.6382,0.3081000000000005,iaa,iaa,1,,0,0,1,1,70.0,70.0,[],[],"[4.6382, 4.7344, 4.8274, 4.906000000000001, 4.9459, 5.1292, 5.998600000000001]","[4.6834, 4.7826, 4.8904000000000005, 4.9106000000000005, 5.0152, 5.1624, 6.026400000000001]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7366711547845249,0.002593463197109217,0.2607353820183688
45,0,0.0,1,0,0,0,1.0,1.0,0.0,0.0,1,683.2925309999998,697.8514349999997,14.558903999999984,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.5512000000000015,0.2236000000000002,aaa,aaa,1,,0,1,0,1,-70.0,-70.0,"[4.551200000000001, 4.6585, 4.7773, 4.9363]","[4.5641, 4.713900000000001, 4.8426, 5.0111]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7345552647224851,0.0019979722830158406,0.2634467629944978
46,0,1.0,1,0,0,0,1.0,1.0,0.0,1.0,1,697.8655309999997,712.483334,14.61780299999998,2.8181000000000003,3.8276,1.0094999999999996,4.3276,4.6101,0.2824999999999997,aaa,aaa,1,,0,1,0,1,-70.0,70.0,"[4.6101, 4.7187, 4.8264000000000005, 4.9474, 5.0882000000000005, 5.1718, 5.2187, 5.2333, 5.416300000000001]","[4.6559, 4.7649, 4.8836, 5.0156, 5.1586, 5.1942, 5.2244, 5.3091, 5.464700000000001]",[],[],0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.5,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7305203329588301,0.0018942180711500752,0.26758544897002234
47,1,0.0,1,0,0,0,1.0,1.0,1.0,0.0,1,712.500331,727.0829349999997,14.58260400000006,2.8206,3.8301,1.0094999999999996,4.3301,4.5743,0.2442000000000002,iaa,iaa,1,,0,0,1,1,70.0,-70.0,[5.4019],[5.4478],"[4.5743, 4.652, 4.7555000000000005, 4.852, 4.9325, 4.9593, 5.0793, 5.0798000000000005, 5.2148, 5.376, 5.5879]","[4.5843, 4.7038, 4.8066, 4.9152000000000005, 4.9397, 5.0368, 5.0795, 5.1612, 5.2891, 5.4553, 5.6005]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7265889587672368,0.00122100455252006,0.2721900366802399
48,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,727.097131,741.725835,14.62870399999997,2.8206,3.8301,1.0094999999999996,4.3301,4.6204,0.2903000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,[5.5838],[5.588],"[4.6204, 4.7192, 4.8167, 4.9176, 5.0324, 5.1521, 5.2709, 5.4, 5.552300000000001, 5.7009, 5.9095]","[4.6661, 4.7631000000000006, 4.8664000000000005, 4.9772, 5.0944, 5.2198, 5.347, 5.4751, 5.6168000000000005, 5.7706, 5.9341]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7259210331270838,0.0018457408505732585,0.27223322602234523
49,1,1.0,1,0,0,0,1.0,1.0,1.0,1.0,1,741.737031,756.3215339999997,14.584503000000039,2.8206,3.8301,1.0094999999999996,4.3301,4.5762,0.2461000000000002,iaa,iaa,1,,0,0,1,1,70.0,70.0,[5.757000000000001],[5.7671],"[4.5762, 4.607, 4.6235, 4.6597, 4.7579, 4.8603000000000005, 4.964, 5.0683, 5.1873000000000005, 5.3043000000000005, 5.4412, 5.5657000000000005, 5.7222, 5.9283, 6.395300000000001]","[4.6045, 4.611800000000001, 4.6253, 4.702100000000001, 4.8043000000000005, 4.9101, 5.024100000000001, 5.1433, 5.2641, 5.388800000000001, 5.5332, 5.647600000000001, 5.7955000000000005, 5.9626, 6.412800000000001]",0.0076,0.0082,20,0,0.5,5.0,0.0,0,0,1,1,0,1,10,1,0,0.05,0.5,LR,0.0,FD,0,0,0,1,,1.0,0.5,0.4999999999999995,1.0,/dev/ttyACM-Bpod6,stage_training_v6,Emma,pv_nmdar_eranet,2AFC_6,Bpod6,25,36006,25,1.8.2,025_stage_training_v6_20250709-142049,2025-07-09,14:21:01.625540,15:21:10.382627,3,1,2,4,"[ 2.80361609 -1.41604456  0.68621434  0.71100818  1.05668274 -2.63374285
  3.7217245   0.06537805  2.45788212 -0.43117979  1.43964914 -0.10157885]","[9.72190568e-01 1.59900038e-02 1.18194280e-02 1.84392267e-02
 9.75631235e-01 5.92953829e-03 1.81726274e-02 3.68720821e-06
 9.81823685e-01]",0,Engaged,"[2, 1, 0]",-791.652310525686,0.7263567428615834,0.0019978878691727098,0.27164536926924143
