choices,rts,winners
0.0,0.48100000000000004,0
1.0,1.334,0
0.0,0.34900000000000003,0
-1.0,0.9339999999999999,0
-1.0,0.6869999999999999,1
1.0,0.9299999999999999,1
-1.0,0.944,1
1.0,0.6569999999999999,1
1.0,0.591,0
0.0,0.21400000000000002,0
-1.0,0.9239999999999999,1
1.0,1.3010000000000002,1
1.0,0.859,1
0.0,0.511,0
1.0,0.5599999999999999,0
1.0,0.533,0
-1.0,0.876,1
1.0,0.54,0
1.0,0.6729999999999999,0
1.0,0.845,1
1.0,0.585,0
0.0,0.398,0
1.0,0.596,0
-1.0,0.776,1
1.0,0.716,1
0.0,0.271,0
0.0,0.35000000000000003,0
-1.0,0.641,0
0.0,0.37,0
1.0,0.631,1
0.0,0.47700000000000004,0
1.0,0.639,0
1.0,0.705,1
-1.0,0.823,1
1.0,0.688,1
0.0,0.314,0
-1.0,0.6639999999999999,1
0.0,0.21900000000000003,0
1.0,0.6729999999999999,1
1.0,1.107,1
-1.0,0.724,1
1.0,0.645,0
0.0,0.236,0
1.0,0.8009999999999999,0
1.0,0.6779999999999999,1
1.0,0.588,0
1.0,0.636,1
-1.0,0.6649999999999999,0
1.0,0.711,1
0.0,0.465,0
-1.0,0.7909999999999999,1
-1.0,0.767,0
1.0,0.817,1
0.0,0.397,0
-1.0,0.96,1
0.0,0.498,0
1.0,1.059,1
1.0,1.127,0
0.0,0.21900000000000003,0
-1.0,0.775,1
1.0,0.652,1
0.0,0.28,0
1.0,0.6809999999999999,0
-1.0,0.911,1
-1.0,0.723,1
1.0,0.8059999999999999,1
-1.0,0.625,1
-1.0,0.629,1
0.0,0.5,0
0.0,0.326,0
0.0,0.47500000000000003,0
-1.0,0.6739999999999999,1
1.0,0.718,1
-1.0,0.694,0
-1.0,0.8039999999999999,1
0.0,0.322,0
1.0,0.726,0
-1.0,0.649,1
0.0,0.291,0
1.0,0.814,1
0.0,0.378,0
-1.0,0.716,1
1.0,0.651,0
1.0,0.872,1
0.0,0.42000000000000004,0
1.0,0.704,0
1.0,0.733,1
1.0,0.597,0
1.0,0.991,1
1.0,0.565,0
1.0,0.767,1
0.0,0.183,0
-1.0,0.6689999999999999,0
0.0,0.22999999999999998,0
-1.0,0.55,0
-1.0,1.4820000000000002,1
1.0,0.987,1
1.0,0.781,1
0.0,0.52,0
1.0,0.897,1
1.0,1.07,1
0.0,0.277,0
-1.0,0.895,1
-1.0,0.615,0
0.0,0.274,0
1.0,0.6779999999999999,0
0.0,0.41200000000000003,0
1.0,0.831,0
1.0,0.833,0
0.0,0.258,0
1.0,0.558,0
1.0,0.714,0
0.0,0.405,0
0.0,0.396,0
1.0,0.78,1
1.0,0.654,1
1.0,1.057,1
1.0,0.763,1
1.0,0.8039999999999999,1
-1.0,0.528,0
-1.0,1.2280000000000002,1
-1.0,0.542,0
1.0,0.769,1
1.0,0.691,1
-1.0,1.1960000000000002,1
0.0,0.51,0
1.0,0.702,0
1.0,0.737,1
0.0,0.468,0
1.0,0.642,0
1.0,0.828,1
1.0,0.622,0
1.0,0.704,1
-1.0,0.6809999999999999,1
1.0,1.0130000000000001,0
1.0,1.199,1
0.0,0.445,0
0.0,0.184,0
1.0,0.726,1
0.0,0.20600000000000002,0
1.0,0.641,0
0.0,0.324,0
0.0,0.448,0
1.0,1.058,1
-1.0,0.635,1
0.0,0.42500000000000004,0
1.0,1.1700000000000002,1
-1.0,0.982,1
-1.0,0.727,1
-1.0,0.646,1
-1.0,0.999,1
0.0,0.373,0
1.0,0.853,1
1.0,0.981,1
1.0,0.8049999999999999,1
-1.0,0.545,0
-1.0,0.775,0
-1.0,0.549,0
-1.0,0.76,1
1.0,0.766,1
1.0,0.836,0
1.0,0.58,0
0.0,0.318,0
0.0,0.457,0
-1.0,0.595,0
1.0,0.726,1
1.0,0.903,1
1.0,0.823,0
1.0,0.969,1
1.0,0.6629999999999999,0
-1.0,0.725,1
1.0,0.642,1
0.0,0.24,0
0.0,0.236,0
1.0,0.635,1
0.0,0.4,0
-1.0,0.531,0
1.0,0.7959999999999999,1
0.0,0.235,0
1.0,0.6789999999999999,0
-1.0,0.649,1
1.0,0.779,1
0.0,0.501,0
1.0,0.6799999999999999,1
1.0,0.853,0
0.0,0.22999999999999998,0
1.0,0.747,1
1.0,0.989,1
-1.0,0.593,0
1.0,0.89,1
-1.0,0.639,1
1.0,0.547,0
1.0,0.6599999999999999,1
1.0,0.699,1
0.0,0.342,0
1.0,0.7879999999999999,1
-1.0,0.766,1
-1.0,0.9259999999999999,1
1.0,0.533,0
0.0,0.314,0
1.0,0.755,1
1.0,0.9199999999999999,1
-1.0,0.721,1
1.0,1.2750000000000001,1
-1.0,0.5599999999999999,0
1.0,0.692,0
0.0,0.52,0
0.0,0.269,0
1.0,0.757,1
0.0,0.44,0
0.0,0.28700000000000003,0
0.0,0.36300000000000004,0
1.0,0.6649999999999999,1
0.0,0.456,0
0.0,0.515,0
0.0,0.338,0
-1.0,0.903,1
-1.0,0.6709999999999999,1
0.0,0.258,0
-1.0,0.735,0
1.0,0.777,1
1.0,0.7909999999999999,1
0.0,0.256,0
-1.0,0.771,0
0.0,0.275,0
0.0,0.445,0
0.0,0.454,0
1.0,0.764,1
1.0,0.628,0
1.0,0.739,1
1.0,0.6829999999999999,1
0.0,0.448,0
1.0,0.7979999999999999,1
-1.0,0.5619999999999999,0
1.0,1.118,0
1.0,0.82,1
1.0,0.763,1
1.0,0.829,0
-1.0,0.7929999999999999,1
0.0,0.432,0
1.0,0.746,1
1.0,0.863,1
0.0,0.48700000000000004,0
1.0,0.631,0
0.0,0.464,0
1.0,0.871,0
-1.0,0.635,1
1.0,0.6779999999999999,0
0.0,0.43000000000000005,0
-1.0,0.6759999999999999,0
0.0,0.40900000000000003,0
1.0,0.626,1
0.0,0.468,0
-1.0,0.753,1
1.0,0.727,1
0.0,0.40700000000000003,0
0.0,0.36300000000000004,0
1.0,0.816,0
1.0,0.967,1
1.0,0.9309999999999999,1
0.0,0.369,0
1.0,0.622,0
1.0,1.077,1
1.0,0.644,1
1.0,0.888,1
-1.0,0.725,1
0.0,0.16799999999999998,0
0.0,0.35500000000000004,0
-1.0,0.732,1
0.0,0.47200000000000003,0
1.0,0.714,1
1.0,0.65,0
0.0,0.515,0
0.0,0.238,0
0.0,0.301,0
1.0,0.777,1
0.0,0.14800000000000002,0
1.0,0.6789999999999999,1
1.0,0.774,1
1.0,0.74,1
-1.0,0.636,1
1.0,0.582,0
0.0,0.327,0
0.0,0.457,0
1.0,0.646,1
1.0,0.8019999999999999,1
1.0,0.719,1
0.0,0.263,0
-1.0,0.631,0
0.0,0.245,0
1.0,0.741,1
1.0,0.72,1
1.0,0.688,1
1.0,1.054,1
0.0,0.329,0
-1.0,0.6789999999999999,1
1.0,0.565,0
0.0,0.239,0
0.0,0.514,0
1.0,0.737,1
0.0,0.185,0
1.0,0.6689999999999999,0
1.0,0.597,0
-1.0,1.106,1
0.0,0.37,0
-1.0,0.6789999999999999,1
-1.0,0.6629999999999999,1
1.0,1.213,1
1.0,0.74,1
0.0,0.467,0
-1.0,0.848,0
1.0,0.991,0
1.0,0.6599999999999999,1
1.0,0.859,1
0.0,0.327,0
-1.0,0.848,0
1.0,0.9149999999999999,0
1.0,0.6849999999999999,1
0.0,0.43000000000000005,0
0.0,0.454,0
1.0,0.6709999999999999,0
0.0,0.48000000000000004,0
1.0,0.869,1
1.0,0.874,1
0.0,0.396,0
-1.0,0.847,0
1.0,0.6759999999999999,1
0.0,0.20600000000000002,0
1.0,0.817,1
0.0,0.22599999999999998,0
0.0,0.512,0
1.0,0.6809999999999999,1
0.0,0.395,0
1.0,0.7989999999999999,0
0.0,0.36400000000000005,0
1.0,1.4040000000000001,1
1.0,0.6669999999999999,1
0.0,0.438,0
1.0,0.727,1
0.0,0.35600000000000004,0
0.0,0.35800000000000004,0
0.0,0.42300000000000004,0
1.0,0.6869999999999999,1
1.0,1.109,1
1.0,0.613,0
1.0,0.64,1
0.0,0.454,0
0.0,0.458,0
0.0,0.435,0
1.0,0.6609999999999999,0
-1.0,0.644,1
-1.0,0.6739999999999999,1
0.0,0.20500000000000002,0
-1.0,0.577,0
-1.0,0.557,0
1.0,0.8109999999999999,1
1.0,0.656,1
1.0,0.864,1
1.0,0.762,1
1.0,0.759,1
-1.0,0.783,1
1.0,0.8099999999999999,1
1.0,1.02,1
-1.0,0.778,1
1.0,0.9239999999999999,1
0.0,0.34600000000000003,0
-1.0,1.3110000000000002,1
0.0,0.251,0
0.0,0.298,0
-1.0,0.7889999999999999,0
0.0,0.507,0
-1.0,0.767,1
1.0,0.896,0
1.0,0.723,1
1.0,1.034,1
1.0,0.762,0
0.0,0.508,0
-1.0,0.814,0
1.0,0.879,1
1.0,0.945,1
1.0,0.984,1
-1.0,0.908,1
-1.0,0.525,0
1.0,0.9229999999999999,1
1.0,0.718,1
-1.0,0.954,1
1.0,0.526,0
1.0,0.6829999999999999,1
1.0,1.112,1
1.0,0.884,1
1.0,0.532,0
0.0,0.47400000000000003,0
1.0,0.613,0
-1.0,0.775,1
-1.0,1.254,1
1.0,0.866,1
-1.0,0.656,0
1.0,0.723,1
1.0,0.752,1
0.0,0.315,0
1.0,0.749,0
1.0,0.971,1
1.0,0.588,0
-1.0,0.642,1
0.0,0.36100000000000004,0
1.0,0.6699999999999999,1
1.0,0.702,1
1.0,0.9139999999999999,1
-1.0,0.605,0
1.0,0.881,1
1.0,0.967,1
0.0,0.179,0
0.0,0.327,0
-1.0,0.578,0
1.0,0.842,1
-1.0,0.526,0
-1.0,0.712,1
1.0,0.717,1
-1.0,0.744,1
1.0,0.6859999999999999,1
0.0,0.294,0
0.0,0.385,0
-1.0,1.046,1
-1.0,0.6779999999999999,1
-1.0,0.69,1
-1.0,0.656,1
1.0,0.6739999999999999,1
1.0,0.577,0
0.0,0.461,0
1.0,0.6829999999999999,1
1.0,0.6579999999999999,0
0.0,0.3,0
-1.0,0.6809999999999999,1
0.0,0.342,0
1.0,0.9199999999999999,1
1.0,0.6569999999999999,1
-1.0,1.0010000000000001,1
1.0,0.819,1
-1.0,1.2100000000000002,1
1.0,0.846,0
0.0,0.51,0
0.0,0.391,0
-1.0,0.731,1
0.0,0.516,0
1.0,0.903,1
0.0,0.459,0
1.0,0.757,0
1.0,0.835,1
1.0,0.894,1
1.0,0.7929999999999999,1
-1.0,0.729,0
1.0,0.713,1
-1.0,0.985,1
1.0,0.876,0
1.0,0.618,1
-1.0,0.608,0
-1.0,0.641,0
1.0,1.0990000000000002,1
1.0,0.7849999999999999,1
-1.0,0.852,0
1.0,0.7979999999999999,0
1.0,0.712,1
-1.0,0.7879999999999999,1
1.0,1.0890000000000002,1
1.0,0.638,1
0.0,0.36200000000000004,0
-1.0,1.1440000000000001,1
1.0,0.825,1
1.0,0.6659999999999999,0
1.0,0.6579999999999999,1
1.0,0.732,1
0.0,0.398,0
-1.0,0.631,1
1.0,0.624,1
1.0,0.759,0
0.0,0.34500000000000003,0
1.0,0.769,1
0.0,0.43000000000000005,0
0.0,0.47400000000000003,0
0.0,0.48300000000000004,0
0.0,0.333,0
1.0,0.727,1
-1.0,0.9289999999999999,0
-1.0,0.6799999999999999,1
0.0,0.277,0
1.0,0.939,1
1.0,0.7869999999999999,1
0.0,0.372,0
0.0,0.36400000000000005,0
1.0,0.712,1
0.0,0.332,0
1.0,0.824,1
1.0,1.1030000000000002,1
0.0,0.432,0
1.0,0.596,0
1.0,0.7999999999999999,1
0.0,0.298,0
0.0,0.371,0
-1.0,0.624,1
1.0,1.326,1
0.0,0.272,0
1.0,0.63,0
1.0,1.045,1
1.0,1.052,1
-1.0,0.617,0
1.0,0.7929999999999999,1
0.0,0.403,0
-1.0,0.54,0
0.0,0.388,0
0.0,0.48300000000000004,0
1.0,1.018,1
0.0,0.515,0
1.0,0.853,1
-1.0,0.9309999999999999,1
1.0,0.875,1
0.0,0.323,0
1.0,0.6689999999999999,1
1.0,0.8069999999999999,1
-1.0,0.871,1
1.0,0.6649999999999999,1
0.0,1.578,1
0.0,0.455,0
0.0,0.45,0
0.0,0.35200000000000004,0
1.0,0.776,0
1.0,0.778,1
-1.0,0.817,1
1.0,0.6739999999999999,1
1.0,0.6599999999999999,1
-1.0,0.77,1
-1.0,0.848,1
1.0,0.535,0
1.0,0.744,1
-1.0,0.592,0
-1.0,0.652,1
0.0,0.263,0
0.0,0.48200000000000004,0
1.0,0.846,1
1.0,0.719,1
1.0,0.654,1
0.0,0.40800000000000003,0
1.0,0.751,1
0.0,0.28300000000000003,0
1.0,0.6659999999999999,1
1.0,0.6679999999999999,1
0.0,0.295,0
1.0,0.6649999999999999,1
1.0,0.729,1
1.0,0.7899999999999999,1
-1.0,0.9339999999999999,1
-1.0,0.8019999999999999,0
-1.0,0.539,0
0.0,0.252,0
1.0,0.783,1
-1.0,0.8099999999999999,1
-1.0,0.708,1
0.0,0.464,0
1.0,0.6839999999999999,1
0.0,0.397,0
-1.0,0.55,0
1.0,0.724,0
-1.0,0.767,1
0.0,0.313,0
1.0,0.753,1
0.0,0.397,0
-1.0,0.72,1
1.0,0.6699999999999999,1
0.0,0.514,0
1.0,0.751,1
1.0,0.696,1
1.0,0.734,1
0.0,0.22999999999999998,0
0.0,0.259,0
1.0,0.633,1
-1.0,0.871,0
-1.0,0.6729999999999999,1
1.0,0.6849999999999999,1
0.0,0.497,0
1.0,0.82,0
-1.0,0.556,0
0.0,0.36300000000000004,0
1.0,0.878,1
1.0,0.6789999999999999,0
1.0,0.689,0
-1.0,0.69,1
1.0,0.6799999999999999,1
1.0,0.771,1
1.0,0.714,1
-1.0,0.643,0
1.0,1.1560000000000001,1
1.0,0.6709999999999999,1
1.0,0.8099999999999999,1
-1.0,0.548,0
1.0,0.652,1
-1.0,0.5619999999999999,0
1.0,1.35,1
1.0,0.6699999999999999,1
1.0,0.72,1
-1.0,0.731,1
0.0,0.317,0
1.0,0.763,0
1.0,0.952,1
0.0,0.49500000000000005,0
1.0,0.783,1
1.0,0.636,0
1.0,0.6609999999999999,1
1.0,0.6569999999999999,1
1.0,1.024,1
1.0,0.9329999999999999,1
-1.0,0.946,0
0.0,0.42100000000000004,0
1.0,0.819,1
-1.0,1.07,0
0.0,0.261,0
0.0,0.48300000000000004,0
0.0,0.437,0
0.0,0.248,0
1.0,0.724,1
1.0,0.654,1
-1.0,0.696,1
-1.0,0.734,1
0.0,0.47100000000000003,0
-1.0,0.769,1
1.0,0.733,0
1.0,0.697,0
1.0,0.526,0
-1.0,0.647,1
0.0,0.34400000000000003,0
1.0,0.73,0
1.0,0.868,1
-1.0,0.943,1
1.0,0.755,1
1.0,0.704,1
1.0,0.6649999999999999,0
1.0,0.865,1
0.0,0.34900000000000003,0
0.0,0.461,0
1.0,0.6659999999999999,0
0.0,0.42900000000000005,0
1.0,0.607,0
0.0,0.403,0
1.0,0.564,0
0.0,0.328,0
0.0,0.40800000000000003,0
1.0,0.762,0
0.0,0.33,0
1.0,0.6659999999999999,0
1.0,0.746,1
-1.0,0.816,1
0.0,0.34500000000000003,0
0.0,0.42800000000000005,0
0.0,0.281,0
1.0,0.531,0
1.0,0.863,0
-1.0,0.6749999999999999,0
0.0,0.42100000000000004,0
1.0,0.85,0
1.0,1.113,1
0.0,0.21400000000000002,0
0.0,0.376,0
1.0,0.977,1
1.0,0.9159999999999999,1
1.0,0.952,1
1.0,0.5619999999999999,0
0.0,0.27,0
0.0,0.401,0
1.0,0.8009999999999999,1
0.0,0.258,0
0.0,0.36700000000000005,0
-1.0,0.766,0
0.0,0.35400000000000004,0
1.0,0.707,1
-1.0,0.75,1
-1.0,0.6599999999999999,1
1.0,0.713,1
1.0,0.645,0
1.0,0.762,1
-1.0,1.0870000000000002,1
0.0,0.308,0
1.0,0.636,0
-1.0,0.9359999999999999,1
1.0,0.636,0
1.0,0.826,1
1.0,1.175,1
0.0,0.49600000000000005,0
1.0,0.728,1
1.0,0.974,1
-1.0,0.54,0
1.0,0.6829999999999999,1
-1.0,0.7979999999999999,1
1.0,0.825,1
1.0,0.7969999999999999,0
0.0,0.177,0
-1.0,0.9309999999999999,0
-1.0,0.622,0
1.0,0.72,1
1.0,0.6589999999999999,1
1.0,0.721,1
0.0,0.36100000000000004,0
1.0,0.651,1
-1.0,0.86,1
0.0,0.28300000000000003,0
1.0,0.739,1
1.0,0.543,0
-1.0,0.534,0
0.0,0.34500000000000003,0
0.0,0.459,0
0.0,0.264,0
1.0,0.971,1
1.0,0.711,1
0.0,0.35700000000000004,0
1.0,0.707,1
1.0,0.567,0
1.0,0.648,1
0.0,0.48000000000000004,0
0.0,0.464,0
1.0,0.6569999999999999,1
0.0,0.332,0
0.0,0.35900000000000004,0
-1.0,0.7839999999999999,1
0.0,0.35900000000000004,0
1.0,0.903,1
1.0,0.6739999999999999,1
0.0,0.501,0
0.0,0.46900000000000003,0
0.0,0.36000000000000004,0
-1.0,0.521,0
-1.0,1.076,1
-1.0,0.75,1
0.0,0.314,0
0.0,0.314,0
1.0,0.8019999999999999,1
0.0,0.276,0
-1.0,0.634,1
0.0,0.314,0
0.0,0.519,0
-1.0,0.7,1
1.0,0.777,1
1.0,0.762,1
1.0,0.6659999999999999,0
1.0,0.691,1
0.0,0.384,0
0.0,0.47400000000000003,0
0.0,0.48400000000000004,0
0.0,0.504,0
1.0,0.64,1
0.0,0.243,0
0.0,0.333,0
-1.0,0.76,0
1.0,1.032,1
0.0,0.335,0
1.0,0.6779999999999999,1
1.0,0.549,0
1.0,0.524,0
1.0,0.713,1
1.0,0.85,0
1.0,0.698,1
0.0,0.182,0
1.0,1.4220000000000002,1
0.0,0.321,0
-1.0,0.8049999999999999,1
1.0,0.644,1
1.0,1.344,1
-1.0,0.78,1
0.0,0.40700000000000003,0
0.0,0.49100000000000005,0
0.0,0.315,0
0.0,0.293,0
-1.0,0.557,0
0.0,0.295,0
1.0,0.6749999999999999,0
1.0,0.695,1
1.0,1.069,1
-1.0,0.569,0
1.0,0.6719999999999999,1
0.0,0.443,0
1.0,0.637,1
1.0,0.6589999999999999,1
0.0,0.22000000000000003,0
1.0,0.6689999999999999,1
-1.0,1.065,1
1.0,0.957,0
0.0,0.444,0
0.0,0.43100000000000005,0
0.0,0.48700000000000004,0
1.0,0.892,1
1.0,0.6669999999999999,0
1.0,0.72,1
0.0,0.401,0
1.0,0.532,0
0.0,0.34900000000000003,0
-1.0,0.521,0
1.0,0.711,1
-1.0,0.753,0
1.0,0.877,1
0.0,0.236,0
1.0,0.693,0
1.0,0.6729999999999999,0
1.0,0.691,1
1.0,0.776,1
1.0,0.701,1
-1.0,0.646,0
-1.0,0.648,1
1.0,0.6609999999999999,1
-1.0,1.211,0
0.0,0.295,0
0.0,0.35500000000000004,0
0.0,0.36000000000000004,0
0.0,0.305,0
0.0,0.251,0
1.0,1.076,1
-1.0,0.6649999999999999,0
1.0,0.973,1
1.0,0.732,1
1.0,0.862,1
1.0,0.65,0
0.0,0.43000000000000005,0
-1.0,0.727,1
-1.0,0.615,0
-1.0,0.767,1
1.0,0.847,1
0.0,0.433,0
1.0,0.6769999999999999,0
0.0,0.327,0
0.0,0.379,0
-1.0,0.7929999999999999,1
-1.0,0.616,0
1.0,0.842,1
1.0,0.636,1
0.0,0.508,0
0.0,0.444,0
-1.0,1.4580000000000002,0
1.0,1.113,1
1.0,0.543,0
1.0,0.743,1
-1.0,0.6749999999999999,1
1.0,0.8049999999999999,1
0.0,0.23199999999999998,0
-1.0,0.719,1
-1.0,0.568,0
0.0,0.437,0
0.0,0.399,0
1.0,0.649,1
1.0,0.7859999999999999,1
1.0,0.8089999999999999,1
-1.0,0.6839999999999999,0
0.0,0.268,0
0.0,0.202,0
-1.0,0.6649999999999999,1
1.0,0.6739999999999999,1
1.0,0.69,1
0.0,0.466,0
1.0,0.8069999999999999,1
1.0,0.7,1
0.0,0.48500000000000004,0
0.0,0.253,0
1.0,0.836,1
1.0,0.817,0
1.0,0.534,0
1.0,0.703,1
1.0,0.716,0
0.0,0.325,0
1.0,0.69,1
1.0,0.982,1
-1.0,0.859,1
1.0,0.7,1
0.0,0.48200000000000004,0
0.0,0.378,0
0.0,0.446,0
1.0,0.912,1
-1.0,0.875,1
0.0,0.403,0
-1.0,0.898,1
0.0,0.41500000000000004,0
1.0,0.6579999999999999,0
1.0,1.554,1
0.0,0.279,0
1.0,0.852,1
0.0,0.457,0
1.0,0.8099999999999999,1
1.0,0.722,1
0.0,0.41800000000000004,0
0.0,0.49500000000000005,0
1.0,0.96,1
1.0,0.626,1
1.0,0.737,1
1.0,0.754,1
1.0,0.755,1
1.0,1.1800000000000002,0
1.0,0.689,1
0.0,0.36600000000000005,0
1.0,0.818,1
1.0,0.826,1
1.0,0.623,1
-1.0,0.528,0
-1.0,0.567,0
1.0,1.2910000000000001,1
1.0,0.871,1
1.0,0.524,0
1.0,1.043,1
-1.0,0.693,1
0.0,0.295,0
-1.0,0.613,0
1.0,0.751,1
1.0,0.7989999999999999,0
0.0,0.279,0
1.0,0.711,1
-1.0,0.969,1
-1.0,1.223,1
1.0,0.69,1
-1.0,0.691,0
0.0,0.316,0
0.0,0.459,0
0.0,0.325,0
0.0,0.273,0
-1.0,1.057,1
-1.0,0.824,1
1.0,0.963,1
0.0,0.315,0
1.0,0.783,1
1.0,1.0350000000000001,0
1.0,0.606,0
0.0,0.331,0
1.0,0.746,1
-1.0,0.873,1
-1.0,0.603,0
1.0,1.123,1
0.0,0.509,0
0.0,0.173,0
-1.0,0.656,1
1.0,0.728,1
1.0,0.702,1
1.0,0.893,1
1.0,0.6799999999999999,1
-1.0,0.9209999999999999,1
0.0,0.336,0
1.0,0.639,0
1.0,0.724,0
0.0,0.49300000000000005,0
0.0,0.48500000000000004,0
1.0,0.714,0
1.0,0.886,1
0.0,0.20700000000000002,0
0.0,0.439,0
1.0,0.839,1
0.0,0.42600000000000005,0
-1.0,0.6839999999999999,1
1.0,0.616,0
1.0,0.7919999999999999,1
-1.0,0.5609999999999999,0
1.0,0.693,1
1.0,0.652,1
0.0,0.321,0
0.0,0.501,0
0.0,0.342,0
0.0,0.515,0
1.0,0.526,0
0.0,0.36500000000000005,0
0.0,0.298,0
1.0,0.637,0
1.0,0.9249999999999999,1
1.0,0.8069999999999999,1
1.0,0.821,1
0.0,0.394,0
1.0,0.874,1
-1.0,0.5599999999999999,0
1.0,0.6709999999999999,1
0.0,0.383,0
1.0,0.768,1
1.0,0.7859999999999999,1
1.0,0.826,1
1.0,0.6589999999999999,1
0.0,0.47500000000000003,0
1.0,0.555,0
1.0,0.595,0
1.0,1.0050000000000001,0
-1.0,0.6779999999999999,0
0.0,0.52,0
0.0,0.342,0
1.0,0.771,1
-1.0,0.7,0
0.0,0.47200000000000003,0
-1.0,0.545,0
-1.0,0.555,0
1.0,0.6609999999999999,1
-1.0,0.697,0
0.0,0.321,0
-1.0,0.639,0
0.0,0.498,0
-1.0,0.715,1
0.0,0.42800000000000005,0
1.0,0.954,0
0.0,0.296,0
1.0,0.883,0
1.0,0.607,0
1.0,0.9189999999999999,0
0.0,0.43000000000000005,0
0.0,0.336,0
-1.0,0.6739999999999999,0
-1.0,0.553,0
1.0,0.641,0
0.0,0.49300000000000005,0
0.0,0.325,0
1.0,1.068,1
0.0,0.22599999999999998,0
0.0,0.466,0
-1.0,0.731,0
-1.0,1.032,1
-1.0,0.974,0
-1.0,0.7979999999999999,0
0.0,0.241,0
1.0,0.625,0
-1.0,0.535,0
0.0,0.443,0
0.0,0.504,0
-1.0,1.1480000000000001,1
0.0,0.45,0
1.0,0.9289999999999999,1
0.0,0.405,0
1.0,0.6679999999999999,1
1.0,0.849,1
1.0,1.03,1
1.0,0.749,1
1.0,0.6569999999999999,1
0.0,0.498,0
1.0,0.656,1
1.0,0.888,1
1.0,0.608,0
0.0,0.518,0
0.0,0.199,0
1.0,0.738,1
1.0,0.893,1
0.0,0.278,0
1.0,0.947,0
-1.0,0.695,1
1.0,0.655,1
-1.0,0.905,1
1.0,0.713,1
1.0,0.693,1
1.0,1.113,1
-1.0,0.688,1
1.0,0.954,1
0.0,0.462,0
0.0,0.21600000000000003,0
-1.0,0.893,1
1.0,0.6649999999999999,1
1.0,0.654,1
1.0,0.694,1
0.0,0.379,0
1.0,0.953,1
-1.0,0.737,1
1.0,0.758,1
1.0,0.7979999999999999,1
0.0,0.279,0
-1.0,0.6729999999999999,0
-1.0,0.607,0
0.0,0.401,0
1.0,0.6569999999999999,1
1.0,0.688,1
1.0,0.6609999999999999,1
0.0,0.48500000000000004,0
0.0,0.396,0
-1.0,0.642,0
0.0,0.49200000000000005,0
-1.0,0.868,1
1.0,0.637,1
1.0,1.306,1
0.0,0.501,0
0.0,0.36800000000000005,0
0.0,0.404,0
-1.0,0.61,0
0.0,0.392,0
1.0,0.768,1
-1.0,0.974,1
0.0,0.48000000000000004,0
0.0,0.41500000000000004,0
1.0,0.6809999999999999,1
1.0,0.972,1
1.0,0.594,0
0.0,0.242,0
1.0,0.759,0
0.0,0.46,0
1.0,0.72,1
-1.0,0.598,0
1.0,0.716,0
-1.0,0.835,1
-1.0,0.773,1
1.0,0.78,1
0.0,0.276,0
0.0,0.174,0
-1.0,1.0050000000000001,1
0.0,0.259,0
0.0,0.34,0
1.0,0.88,1
1.0,0.941,0
-1.0,0.6819999999999999,0
1.0,0.537,0
1.0,0.6689999999999999,0
1.0,0.6759999999999999,1
0.0,0.294,0
-1.0,0.6709999999999999,1
0.0,0.304,0
1.0,0.7879999999999999,1
0.0,0.516,0
1.0,0.763,1
1.0,0.9169999999999999,1
1.0,1.0810000000000002,1
0.0,0.467,0
0.0,0.385,0
-1.0,0.628,1
1.0,0.886,1
1.0,0.896,1
0.0,0.42200000000000004,0
0.0,0.405,0
0.0,0.465,0
0.0,0.507,0
1.0,0.739,0
1.0,0.858,0
-1.0,0.566,0
0.0,0.191,0
0.0,0.404,0
1.0,0.743,1
0.0,0.255,0
0.0,0.34800000000000003,0
1.0,0.6639999999999999,1
0.0,0.307,0
0.0,0.457,0
1.0,1.053,1
-1.0,0.6719999999999999,1
0.0,0.452,0
0.0,0.49300000000000005,0
1.0,0.834,1
1.0,0.769,1
1.0,0.99,1
1.0,0.729,0
-1.0,0.586,0
-1.0,0.59,0
0.0,0.258,0
-1.0,0.548,0
0.0,0.22799999999999998,0
-1.0,0.571,0
1.0,0.8029999999999999,1
0.0,0.299,0
1.0,0.851,0
0.0,0.5,0
1.0,0.745,0
1.0,0.74,1
1.0,0.72,1
0.0,0.23099999999999998,0
1.0,0.626,1
0.0,0.402,0
1.0,0.6599999999999999,1
1.0,0.77,1
-1.0,1.002,1
1.0,0.588,0
0.0,0.389,0
1.0,0.867,1
0.0,0.277,0
0.0,0.509,0
0.0,0.281,0
1.0,0.728,0
1.0,1.032,0
1.0,0.959,1
0.0,0.463,0
-1.0,1.059,1
-1.0,0.527,0
-1.0,0.74,1
1.0,0.6719999999999999,1
-1.0,0.6569999999999999,1
0.0,0.42800000000000005,0
0.0,0.264,0
0.0,0.48400000000000004,0
1.0,0.6719999999999999,1
-1.0,0.696,0
-1.0,0.73,1
1.0,0.563,0
1.0,0.637,1
1.0,0.772,1
1.0,0.622,0
1.0,0.65,1
-1.0,0.63,0
0.0,0.303,0
1.0,0.8019999999999999,1
1.0,0.748,1
1.0,0.652,1
1.0,1.4860000000000002,1
1.0,0.895,0
1.0,0.6819999999999999,0
0.0,0.404,0
0.0,0.506,0
1.0,0.747,1
1.0,0.828,1
-1.0,0.704,1
1.0,0.639,1
-1.0,0.757,1
1.0,1.1940000000000002,1
1.0,0.947,1
0.0,0.305,0
-1.0,0.522,0
0.0,0.22799999999999998,0
-1.0,0.846,0
0.0,0.341,0
1.0,1.03,1
